"ID","Species","metersLongitude","metersLatitude","decimalLatitude","decimalLongitude","source_ID","Sex","Age","Day","Month","Year","sampling_method","uncertainty","Sourcefile","yDay","wind_killed","d2H"
"X2657","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP289",NA,NA,18,6,2010,"TURBINE_CARCASS",NA,"Pylant_b",169,"yes",-55.5535326166056
"X2658","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP29","M","A",4,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",247,"yes",-42.1172518222389
"X2659","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP290",NA,"A",18,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",199,"yes",-55.4839567777506
"X2660","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP291","M","A",21,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",202,"yes",-55.4446109564971
"X2661","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP292",NA,NA,22,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",203,"yes",-55.3344036971764
"X2662","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP293","M","A",23,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",174,"yes",-55.3366669140039
"X2663","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP294","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-55.2154954439536
"X2664","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP295","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-55.2620638654105
"X2665","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP296","M","A",29,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",210,"yes",-55.1422960947312
"X2666","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP297","M","A",26,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",238,"yes",-55.1412922398752
"X2667","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP298",NA,NA,31,8,2003,"TURBINE_CARCASS",NA,"Pylant_b",243,"yes",-55.1080537249316
"X2668","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP299",NA,NA,4,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",247,"yes",-55.0309719242646
"X2669","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP3","M",NA,4,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",155,"yes",-56.1009760234927
"X2670","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP30","M","A",1,9,2010,"TURBINE_CARCASS",NA,"Pylant_b",244,"yes",-41.54678213472
"X2671","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP300","F","A",19,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",231,"yes",-55.0385961672924
"X2672","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP301","M","A",28,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",209,"yes",-54.6838513438106
"X2673","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP302","M","A",6,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",218,"yes",-54.3471547156023
"X2674","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP303",NA,NA,5,8,2009,"TURBINE_CARCASS",NA,"Pylant_b",217,"yes",-54.3987139278608
"X2675","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP304","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-54.123862956459
"X2676","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP305",NA,NA,16,8,2010,"TURBINE_CARCASS",NA,"Pylant_b",228,"yes",-53.9862240135249
"X2677","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP306","F","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-53.8992179343649
"X2678","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP307","M","A",20,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",201,"yes",-53.8592756309898
"X2679","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP308",NA,"A",1,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",152,"yes",-53.738969698658
"X2680","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP309","F","A",18,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",199,"yes",-53.5923119823352
"X2681","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP31","M","A",10,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",191,"yes",-41.0284387946002
"X2682","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP310","M","A",25,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",206,"yes",-53.5484949334922
"X2683","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP311","F","J",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-53.2710002154794
"X2684","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP312","M","A",21,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",172,"yes",-53.2116509673813
"X2685","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP313","M","J",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-53.1876811686154
"X2686","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP314","M","A",21,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",202,"yes",-52.9230174721515
"X2687","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP315","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-52.8636049912041
"X2688","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP316","M","A",22,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",173,"yes",-52.6682872798797
"X2689","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP317",NA,NA,21,8,2003,"TURBINE_CARCASS",NA,"Pylant_b",233,"yes",-52.6170095734788
"X2690","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP318",NA,NA,7,5,2003,"TURBINE_CARCASS",NA,"Pylant_b",127,"yes",-52.4515833196144
"X2691","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP319","M","A",18,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",230,"yes",-52.4806515715265
"X2692","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP32","M","A",2,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",214,"yes",-39.7643862179855
"X2693","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP320","M","A",19,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",231,"yes",-52.364754245668
"X2694","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP321","M","A",29,5,2011,"TURBINE_CARCASS",NA,"Pylant_b",149,"yes",-52.3128780185091
"X2695","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP322","M","A",27,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",270,"yes",-52.1978803767313
"X2696","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP323",NA,NA,25,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",206,"yes",-52.0613394529616
"X2697","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP324",NA,NA,22,8,2010,"TURBINE_CARCASS",NA,"Pylant_b",234,"yes",-51.9341924373282
"X2698","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP325",NA,NA,16,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",167,"yes",-51.9198549979111
"X2699","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP326","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-51.8722021831355
"X2700","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP327","F","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-51.7738292958335
"X2701","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP328","M","A",20,8,2003,"TURBINE_CARCASS",NA,"Pylant_b",232,"yes",-51.6912920398926
"X2702","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP329",NA,"A",27,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",208,"yes",-51.3659708175613
"X2703","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP33","M","A",25,10,2011,"TURBINE_CARCASS",NA,"Pylant_b",298,"yes",-39.6908885345592
"X2704","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP330","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-51.3222368282013
"X2705","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP331","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-51.3480203386043
"X2706","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP332",NA,"A",31,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",212,"yes",-51.1978386432516
"X2707","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP333",NA,NA,27,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",239,"yes",-51.1091185266434
"X2708","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP334","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-50.8592446275283
"X2709","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP335","M",NA,19,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",170,"yes",-50.6991772096019
"X2710","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP336",NA,NA,24,8,2009,"TURBINE_CARCASS",NA,"Pylant_b",236,"yes",-50.6779242571073
"X2711","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP337","M","A",21,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",172,"yes",-50.5394227205227
"X2712","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP338","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-50.0696279371412
"X2713","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP339","M","A",6,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",218,"yes",-49.9621613380843
"X2714","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP34","M","A",14,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",195,"yes",-39.5300776874588
"X2715","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP340","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-49.9413430375882
"X2716","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP341","M","A",28,5,2011,"TURBINE_CARCASS",NA,"Pylant_b",148,"yes",-49.7923311132441
"X2717","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP342","M","A",21,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",264,"yes",-49.6879327621087
"X2718","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP343",NA,NA,9,9,2010,"TURBINE_CARCASS",NA,"Pylant_b",252,"yes",-49.6346180536669
"X2719","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP344","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-49.6024080303289
"X2720","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP345","M","A",10,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",191,"yes",-49.50055771906
"X2721","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP346","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-49.5481385320962
"X2722","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP347",NA,NA,NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-49.3641259926161
"X2723","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP348","M","A",25,4,2011,"TURBINE_CARCASS",NA,"Pylant_b",115,"yes",-49.3816269525515
"X2724","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP349","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-49.2121209760499
"X2725","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP35","M","A",11,10,2011,"TURBINE_CARCASS",NA,"Pylant_b",284,"yes",-39.1311454658334
"X2726","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP350","M","A",9,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",221,"yes",-49.0730752048744
"X2727","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP351","M","A",13,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",225,"yes",-49.0277564898541
"X2728","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP352",NA,NA,9,8,2009,"TURBINE_CARCASS",NA,"Pylant_b",221,"yes",-48.8097228959139
"X2729","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP353","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-48.6791675012502
"X2730","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP354","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-48.349678151133
"X2731","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP355",NA,NA,17,9,2003,"TURBINE_CARCASS",NA,"Pylant_b",260,"yes",-48.089504062069
"X2732","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP356",NA,NA,11,10,2011,"TURBINE_CARCASS",NA,"Pylant_b",284,"yes",-48.0553884627459
"X2733","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP357","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-48.0424504723105
"X2734","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP358","M","A",3,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",246,"yes",-47.9578754626211
"X2735","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP359",NA,NA,11,10,2011,"TURBINE_CARCASS",NA,"Pylant_b",284,"yes",-47.6818866881137
"X2736","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP36",NA,"A",24,5,2011,"TURBINE_CARCASS",NA,"Pylant_b",144,"yes",-38.7936663652964
"X2737","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP360","M","A",12,4,2011,"TURBINE_CARCASS",NA,"Pylant_b",102,"yes",-47.6340411166405
"X2738","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP361","M","A",9,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",221,"yes",-47.4581352443481
"X2739","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP362",NA,NA,22,6,2010,"TURBINE_CARCASS",NA,"Pylant_b",173,"yes",-47.199522491702
"X2740","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP363",NA,"A",22,5,2011,"TURBINE_CARCASS",NA,"Pylant_b",142,"yes",-47.1404276711794
"X2741","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP364","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-47.1247353002252
"X2742","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP365","M","A",23,5,2011,"TURBINE_CARCASS",NA,"Pylant_b",143,"yes",-47.0125492991528
"X2743","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP366",NA,NA,1,7,2010,"TURBINE_CARCASS",NA,"Pylant_b",182,"yes",-46.8358730259727
"X2744","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP367","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-46.4149643935669
"X2745","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP368",NA,NA,3,7,2010,"TURBINE_CARCASS",NA,"Pylant_b",184,"yes",-45.4291770780623
"X2746","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP369",NA,"A",12,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",163,"yes",-45.28929177228
"X2747","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP37","M","A",20,7,2009,"TURBINE_CARCASS",NA,"Pylant_b",201,"yes",-38.1337321096566
"X2748","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP370",NA,NA,15,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",258,"yes",-45.1759417989883
"X2749","LACI",1423607.77194566,193609.962850548,40.494857,-78.044987,"ID_CP371","F","J",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-45.156185612587
"X2750","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP372",NA,"A",22,5,2011,"TURBINE_CARCASS",NA,"Pylant_b",142,"yes",-44.7642022603017
"X2751","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP373",NA,NA,18,9,2003,"TURBINE_CARCASS",NA,"Pylant_b",261,"yes",-44.4511462295435
"X2752","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP374","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-44.324531630285
"X2753","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP375","M","A",12,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",224,"yes",-44.1992491824725
"X2754","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP376",NA,NA,12,6,2009,"TURBINE_CARCASS",NA,"Pylant_b",163,"yes",-43.8672934200803
"X2755","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP377","M","A",10,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",222,"yes",-43.63994143959
"X2756","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP378","M","A",28,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",179,"yes",-43.3400247932555
"X2757","LACI",1332924.60767015,18957.7826198481,39.177053,-79.543071,"ID_CP379",NA,NA,25,5,2003,"TURBINE_CARCASS",NA,"Pylant_b",145,"yes",-43.1742729745815
"X2758","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP38","M","A",27,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",239,"yes",-38.0886118658019
"X2759","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP380","M","A",7,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",158,"yes",-43.0593286343041
"X2760","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP381","M","J",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-42.8580196332001
"X2761","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP382","F","A",17,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",168,"yes",-42.4968080050344
"X2762","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP383",NA,NA,2,8,2009,"TURBINE_CARCASS",NA,"Pylant_b",214,"yes",-41.4025328150727
"X2763","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP384","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-40.6077467604729
"X2764","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP385","M","A",9,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",221,"yes",-40.491937892893
"X2765","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP386","F","A",18,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",230,"yes",-40.0677917900743
"X2766","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP387","M","A",21,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",264,"yes",-39.756230242701
"X2767","LACI",1563181.5425918,324025.37331238,41.342326,-75.991273,"ID_CP388","M","A",NA,NA,NA,"TURBINE_CARCASS",NA,"Pylant_b",NA,"yes",-38.0889750456529
"X2768","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP389",NA,NA,26,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",238,"yes",-38.0079735052502
"X2769","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP39","M","A",28,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",179,"yes",-37.6287530470195
"X2770","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP390","M","A",10,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",222,"yes",-37.9209452993832
"X2771","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP391","F","A",31,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",212,"yes",-36.9182856975116
"X2772","LACI",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP392","M","A",21,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",172,"yes",-31.8272113663234
"X2773","LACI",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP393",NA,NA,25,8,2010,"TURBINE_CARCASS",NA,"Pylant_b",237,"yes",-21.5470184464071
"X2774","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP4","F","A",17,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",229,"yes",-55.6176802105124
"X2775","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP40","M","A",11,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",192,"yes",-36.6858107849618
"X2776","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP41","M","A",22,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",203,"yes",-36.611543994239
"X2777","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP42","M","A",20,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",201,"yes",-36.3991490947149
"X2778","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP43","M","A",28,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",271,"yes",-36.2468999711314
"X2779","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP44","M","A",19,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",231,"yes",-35.8444139142099
"X2780","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP45","M","A",11,10,2011,"TURBINE_CARCASS",NA,"Pylant_b",284,"yes",-35.7612763820071
"X2781","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP46","M","A",16,7,2009,"TURBINE_CARCASS",NA,"Pylant_b",197,"yes",-35.0273273396063
"X2782","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP47","M","A",27,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",239,"yes",-35.0105377138834
"X2783","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP48",NA,NA,26,4,2009,"TURBINE_CARCASS",NA,"Pylant_b",116,"yes",-34.8377035808648
"X2784","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP49","M","A",11,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",223,"yes",-34.5463224755232
"X2785","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP5","M","A",12,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",224,"yes",-55.2099000987543
"X2786","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP50","M","A",12,9,2010,"TURBINE_CARCASS",NA,"Pylant_b",255,"yes",-33.7966589356004
"X2787","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP51","M","A",19,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",231,"yes",-33.5841959078634
"X2788","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP52","M","A",5,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",217,"yes",-33.4113983615094
"X2789","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP53","M","A",27,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",239,"yes",-33.3813573715161
"X2790","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP54","M","A",22,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",203,"yes",-33.0511722400228
"X2791","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP55","M","A",24,6,2011,"TURBINE_CARCASS",NA,"Pylant_b",175,"yes",-32.978109526047
"X2792","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP56","M","A",12,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",224,"yes",-32.752786379929
"X2793","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP57","M","A",18,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",199,"yes",-32.7607382355984
"X2794","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP58","M","A",29,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",210,"yes",-32.2061678103574
"X2795","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP59","M","A",16,9,2010,"TURBINE_CARCASS",NA,"Pylant_b",259,"yes",-31.8348639694289
"X2796","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP6","M","A",31,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",212,"yes",-55.1331691904186
"X2797","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP60","M","A",7,7,2011,"TURBINE_CARCASS",NA,"Pylant_b",188,"yes",-31.7601001181021
"X2798","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP61","M","A",5,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",217,"yes",-31.0690661302634
"X2799","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP62","M","A",19,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",231,"yes",-30.9693033941321
"X2800","LABO",1343468.89596815,41446.8213884258,39.3494305,-79.3673039,"ID_CP63","M","A",12,8,2011,"TURBINE_CARCASS",NA,"Pylant_b",224,"yes",-30.2437051974365
"X2801","LABO",1359104.81193511,29269.1856026247,39.224444,-79.204167,"ID_CP64","M","A",24,9,2011,"TURBINE_CARCASS",NA,"Pylant_b",267,"yes",-29.8358237716195
